1	7	_	CD	CD	_	0	null	_	_
42	other	_	JJ	JJ	_	44	amod	_	_
43	Group	_	NN	NN	_	44	nn	_	_
44	companies	_	NNS	NNS	_	41	pobj	_	_
45	,	_	,	,	_	44	punct	_	_
46	other	_	JJ	JJ	_	47	amod	_	_
47	retailers	_	NNS	NNS	_	44	conj	_	_
48	and	_	CC	CC	_	44	cc	_	_
49	to	_	TO	TO	_	44	prep	_	_
50	financial	_	JJ	JJ	_	53	amod	_	_
51	and	_	CC	CC	_	50	cc	_	_
52	other	_	JJ	JJ	_	50	conj	_	_
53	organisations	_	NNS	NNS	_	49	pobj	_	_
54	involved	_	VBN	VBN	_	44	partmod	_	_
55	in	_	IN	IN	_	54	prep	_	_
56	fraud	_	NN	NN	_	57	nn	_	_
57	prevention	_	NN	NN	_	55	pobj	_	_
58	and	_	CC	CC	_	57	cc	_	_
59	detection	_	NN	NN	_	57	conj	_	_
60	,	_	,	,	_	21	punct	_	_
61	to	_	TO	TO	_	62	aux	_	_
62	use	_	VB	VB	_	21	xcomp	_	_
63	in	_	IN	IN	_	62	prep	_	_
64	the	_	DT	DT	_	66	det	_	_
65	same	_	JJ	JJ	_	66	amod	_	_
66	way	_	NN	NN	_	63	pobj	_	_
67	.	_	.	.	_	4	punct	_	_

1	Without	_	IN	IN	_	9	prep	_	_
2	limitation	_	NN	NN	_	1	pobj	_	_
3	to	_	TO	TO	_	2	prep	_	_
4	the	_	DT	DT	_	5	det	_	_
5	foregoing	_	JJ	JJ	_	3	pobj	_	_
6	,	_	,	,	_	9	punct	_	_
7	we	_	PRP	PRP	_	9	nsubj	_	_
8	may	_	MD	MD	_	9	aux	_	_
9	disclose	_	VB	VB	_	0	null	_	_
10	any	_	DT	DT	_	11	det	_	_
11	information	_	NN	NN	_	9	dobj	_	_
12	and	_	CC	CC	_	11	cc	_	_
13	data	_	NNS	NNS	_	11	conj	_	_
14	relating	_	VBG	VBG	_	11	partmod	_	_
15	to	_	TO	TO	_	14	prep	_	_
16	you	_	PRP	PRP	_	15	pobj	_	_
17	to	_	TO	TO	_	14	prep	_	_
18	the	_	DT	DT	_	19	det	_	_
19	police	_	NN	NN	_	17	pobj	_	_
20	or	_	CC	CC	_	19	cc	_	_
21	any	_	DT	DT	_	25	det	_	_
22	regulatory	_	JJ	JJ	_	25	amod	_	_
23	or	_	CC	CC	_	22	cc	_	_
24	government	_	NN	NN	_	22	conj	_	_
25	authority	_	NN	NN	_	19	conj	_	_
26	including	_	VBG	VBG	_	19	prep	_	_
27	and	_	CC	CC	_	26	cc	_	_
28	not	_	RB	RB	_	29	neg	_	_
29	limited	_	VBN	VBN	_	26	conj	_	_
30	to	_	TO	TO	_	29	prep	_	_
31	law	_	NN	NN	_	33	nn	_	_
32	enforcement	_	NN	NN	_	33	nn	_	_
33	agencies	_	NNS	NNS	_	30	pobj	_	_
34	in	_	IN	IN	_	29	prep	_	_
35	response	_	NN	NN	_	34	pobj	_	_
36	to	_	TO	TO	_	35	prep	_	_
37	a	_	DT	DT	_	38	det	_	_
38	request	_	NN	NN	_	36	pobj	_	_
39	in	_	IN	IN	_	38	prep	_	_
40	connection	_	NN	NN	_	39	pobj	_	_
41	with	_	IN	IN	_	40	prep	_	_
42	the	_	DT	DT	_	43	det	_	_
43	investigation	_	NN	NN	_	41	pobj	_	_
44	of	_	IN	IN	_	43	prep	_	_
45	any	_	DT	DT	_	48	det	_	_
46	suspected	_	VBN	VBN	_	48	amod	_	_
47	illegal	_	JJ	JJ	_	48	amod	_	_
48	activities	_	NNS	NNS	_	44	pobj	_	_
49	.	_	.	.	_	9	punct	_	_

1	Telephone	_	NNP	NNP	_	2	nsubj	_	_
2	calls	_	VBZ	VBZ	_	0	null	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	may	_	MD	MD	_	3	aux	_	_
3	share	_	VB	VB	_	0	null	_	_
4	information	_	NN	NN	_	3	dobj	_	_
5	if	_	IN	IN	_	7	mark	_	_
6	we	_	PRP	PRP	_	7	nsubj	_	_
7	think	_	VBP	VBP	_	3	advcl	_	_
8	we	_	PRP	PRP	_	9	nsubj	_	_
9	have	_	VBP	VBP	_	7	ccomp	_	_
10	to	_	TO	TO	_	14	aux	_	_
11	in	_	IN	IN	_	14	mark	_	_
12	order	_	NN	NN	_	14	dep	_	_
13	to	_	TO	TO	_	14	aux	_	_
14	comply	_	VB	VB	_	9	xcomp	_	_
15	with	_	IN	IN	_	14	prep	_	_
16	the	_	DT	DT	_	17	det	_	_
17	law	_	NN	NN	_	15	pobj	_	_
18	or	_	CC	CC	_	14	cc	_	_
19	to	_	TO	TO	_	20	aux	_	_
20	protect	_	VB	VB	_	14	conj	_	_
21	ourselves	_	PRP	PRP	_	20	dobj	_	_
22	.	_	.	.	_	3	punct	_	_

1	For	_	IN	IN	_	6	prep	_	_
2	example	_	NN	NN	_	1	pobj	_	_
3	,	_	,	,	_	6	punct	_	_
4	we	_	PRP	PRP	_	6	nsubj	_	_
5	will	_	MD	MD	_	6	aux	_	_
6	share	_	VB	VB	_	0	null	_	_
7	information	_	NN	NN	_	6	dobj	_	_
8	to	_	TO	TO	_	9	aux	_	_
9	respond	_	VB	VB	_	6	xcomp	_	_
10	to	_	TO	TO	_	9	prep	_	_
11	a	_	DT	DT	_	13	det	_	_
12	court	_	NN	NN	_	13	nn	_	_
13	order	_	NN	NN	_	10	pobj	_	_
14	or	_	CC	CC	_	13	cc	_	_
15	subpoena	_	NN	NN	_	13	conj	_	_
16	.	_	.	.	_	6	punct	_	_

1	We	_	PRP	PRP	_	4	nsubj	_	_
2	may	_	MD	MD	_	4	aux	_	_
3	also	_	RB	RB	_	4	advmod	_	_
4	share	_	VB	VB	_	0	null	_	_
5	it	_	PRP	PRP	_	4	dobj	_	_
6	if	_	IN	IN	_	4	prep	_	_
7	a	_	DT	DT	_	9	det	_	_
8	government	_	NN	NN	_	9	nn	_	_
9	agency	_	NN	NN	_	6	pobj	_	_
10	or	_	CC	CC	_	9	cc	_	_
11	investigatory	_	JJ	JJ	_	13	amod	_	_
12	body	_	NN	NN	_	13	nn	_	_
13	requests	_	NNS	NNS	_	9	conj	_	_
14	.	_	.	.	_	4	punct	_	_

1	Or	_	CC	CC	_	6	cc	_	_
2	,	_	,	,	_	6	punct	_	_
3	we	_	PRP	PRP	_	6	nsubj	_	_
4	might	_	MD	MD	_	6	aux	_	_
5	also	_	RB	RB	_	6	advmod	_	_
6	share	_	VB	VB	_	0	null	_	_
7	information	_	NN	NN	_	6	dobj	_	_
8	when	_	WRB	WRB	_	11	advmod	_	_
9	we	_	PRP	PRP	_	11	nsubj	_	_
10	are	_	VBP	VBP	_	11	aux	_	_
11	investigating	_	VBG	VBG	_	6	advcl	_	_
12	potential	_	JJ	JJ	_	13	amod	_	_
13	fraud	_	NN	NN	_	11	dobj	_	_
14	.	_	.	.	_	6	punct	_	_

1	This	_	DT	DT	_	3	nsubj	_	_
2	might	_	MD	MD	_	3	aux	_	_
3	include	_	VB	VB	_	0	null	_	_
4	fraud	_	NN	NN	_	3	dobj	_	_
5	we	_	PRP	PRP	_	6	nsubj	_	_
6	think	_	VBP	VBP	_	4	rcmod	_	_
7	has	_	VBZ	VBZ	_	8	aux	_	_
8	happened	_	VBN	VBN	_	6	ccomp	_	_
9	during	_	IN	IN	_	8	prep	_	_
10	a	_	DT	DT	_	11	det	_	_
11	sweepstakes	_	NN	NN	_	9	pobj	_	_
12	or	_	CC	CC	_	11	cc	_	_
13	promotion	_	NN	NN	_	11	conj	_	_
14	.	_	.	.	_	3	punct	_	_

1	Please	_	VB	VB	_	0	null	_	_
2	review	_	VB	VB	_	1	dep	_	_
3	our	_	PRP$	PRP$	_	5	poss	_	_
4	Purchase	_	NNP	NNP	_	5	nn	_	_
5	Policy	_	NNP	NNP	_	2	dobj	_	_
6	,	_	,	,	_	5	punct	_	_
7	which	_	WDT	WDT	_	9	nsubj	_	_
8	will	_	MD	MD	_	9	aux	_	_
9	govern	_	VB	VB	_	5	rcmod	_	_
10	your	_	PRP$	PRP$	_	11	poss	_	_
11	purchase	_	NN	NN	_	9	dobj	_	_
12	of	_	IN	IN	_	11	prep	_	_
13	any	_	DT	DT	_	14	det	_	_
14	tickets	_	NNS	NNS	_	12	pobj	_	_
15	or	_	CC	CC	_	14	cc	_	_
16	other	_	JJ	JJ	_	17	amod	_	_
17	products	_	NNS	NNS	_	14	conj	_	_
18	through	_	IN	IN	_	9	prep	_	_
19	the	_	DT	DT	_	20	det	_	_
20	Site	_	NN	NN	_	18	pobj	_	_
21	,	_	,	,	_	2	punct	_	_
22	including	_	VBG	VBG	_	2	prep	_	_
23	any	_	DT	DT	_	24	det	_	_
24	refunds	_	NNS	NNS	_	22	pobj	_	_
25	or	_	CC	CC	_	24	cc	_	_
26	exchanges	_	NNS	NNS	_	24	conj	_	_
27	.	_	.	.	_	1	punct	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	may	_	MD	MD	_	3	aux	_	_
3	impose	_	VB	VB	_	0	null	_	_
4	conditions	_	NNS	NNS	_	3	dobj	_	_
5	on	_	IN	IN	_	4	prep	_	_
6	your	_	PRP$	PRP$	_	7	poss	_	_
7	use	_	NN	NN	_	5	pobj	_	_
8	of	_	IN	IN	_	7	prep	_	_
9	any	_	DT	DT	_	10	det	_	_
10	coupon	_	NN	NN	_	8	pobj	_	_
11	,	_	,	,	_	4	punct	_	_
12	promotional	_	JJ	JJ	_	13	amod	_	_
13	code	_	NN	NN	_	4	conj	_	_
14	or	_	CC	CC	_	4	cc	_	_
15	gift	_	NN	NN	_	16	nn	_	_
16	card	_	NN	NN	_	4	conj	_	_
17	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	3	nsubj	_	_
2	will	_	MD	MD	_	3	aux	_	_
3	pay	_	VB	VB	_	0	null	_	_
4	all	_	DT	DT	_	5	det	_	_
5	charges	_	NNS	NNS	_	3	dobj	_	_
6	incurred	_	VBN	VBN	_	5	partmod	_	_
7	by	_	IN	IN	_	6	prep	_	_
8	you	_	PRP	PRP	_	7	pobj	_	_
9	or	_	CC	CC	_	3	cc	_	_
10	any	_	DT	DT	_	11	det	_	_
11	users	_	NNS	NNS	_	3	conj	_	_
12	of	_	IN	IN	_	11	prep	_	_
13	your	_	PRP$	PRP$	_	14	poss	_	_
14	account	_	NN	NN	_	12	pobj	_	_
15	and	_	CC	CC	_	14	cc	_	_
16	credit	_	NN	NN	_	17	nn	_	_
17	card	_	NN	NN	_	14	conj	_	_
18	-LRB-	_	-LRB-	-LRB-	_	11	dep	_	_
19	or	_	CC	CC	_	18	cc	_	_
20	other	_	JJ	JJ	_	23	amod	_	_
21	applicable	_	JJ	JJ	_	23	amod	_	_
22	payment	_	NN	NN	_	23	nn	_	_
23	mechanism	_	NN	NN	_	18	conj	_	_
24	-RRB-	_	-RRB-	-RRB-	_	18	dep	_	_
25	at	_	IN	IN	_	24	prep	_	_
26	the	_	DT	DT	_	27	det	_	_
27	price	_	NN	NN	_	25	pobj	_	_
28	-LRB-	_	-LRB-	-LRB-	_	27	dep	_	_
29	s	_	NNS	NNS	_	28	dep	_	_
30	-RRB-	_	-RRB-	-RRB-	_	29	dep	_	_
31	in	_	IN	IN	_	30	prep	_	_
32	effect	_	NN	NN	_	31	pobj	_	_
33	when	_	WRB	WRB	_	37	advmod	_	_
34	such	_	JJ	JJ	_	35	amod	_	_
35	charges	_	NNS	NNS	_	37	nsubjpass	_	_
36	are	_	VBP	VBP	_	37	auxpass	_	_
37	incurred	_	VBN	VBN	_	30	advcl	_	_
38	,	_	,	,	_	30	punct	_	_
39	including	_	VBG	VBG	_	30	prep	_	_
40	any	_	DT	DT	_	42	det	_	_
41	applicable	_	JJ	JJ	_	42	amod	_	_
42	taxes	_	NNS	NNS	_	39	pobj	_	_
43	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	4	nsubj	_	_
2	may	_	MD	MD	_	4	aux	_	_
3	only	_	RB	RB	_	4	advmod	_	_
4	use	_	VB	VB	_	0	null	_	_
5	credit	_	NN	NN	_	8	nn	_	_
6	or	_	CC	CC	_	5	cc	_	_
7	debit	_	NN	NN	_	5	conj	_	_
8	cards	_	NNS	NNS	_	4	dobj	_	_
9	,	_	,	,	_	4	punct	_	_
10	gift	_	NN	NN	_	11	nn	_	_
11	cards	_	NNS	NNS	_	4	dobj	_	_
12	or	_	CC	CC	_	11	cc	_	_
13	vouchers	_	NNS	NNS	_	11	conj	_	_
14	that	_	WDT	WDT	_	15	nsubj	_	_
15	belong	_	VBP	VBP	_	11	rcmod	_	_
16	to	_	TO	TO	_	15	prep	_	_
17	you	_	PRP	PRP	_	16	pobj	_	_
18	or	_	CC	CC	_	15	cc	_	_
19	to	_	TO	TO	_	15	conj	_	_
20	people	_	NNS	NNS	_	19	pobj	_	_
21	who	_	WP	WP	_	23	nsubj	_	_
22	expressly	_	RB	RB	_	23	advmod	_	_
23	authorize	_	VBP	VBP	_	20	rcmod	_	_
24	you	_	PRP	PRP	_	23	dobj	_	_
25	to	_	TO	TO	_	26	aux	_	_
26	use	_	VB	VB	_	23	xcomp	_	_
27	such	_	JJ	JJ	_	29	amod	_	_
28	payment	_	NN	NN	_	29	nn	_	_
29	methods	_	NNS	NNS	_	26	dobj	_	_
30	.	_	.	.	_	4	punct	_	_

1	You	_	PRP	PRP	_	3	nsubj	_	_
2	may	_	MD	MD	_	3	aux	_	_
3	use	_	VB	VB	_	0	null	_	_
4	tm	_	NN	NN	_	6	nn	_	_
5	ticket	_	NN	NN	_	6	nn	_	_
6	cash	_	NN	NN	_	3	dobj	_	_
7	only	_	RB	RB	_	8	dep	_	_
8	in	_	IN	IN	_	3	prep	_	_
9	accordance	_	NN	NN	_	8	pobj	_	_
10	with	_	IN	IN	_	9	prep	_	_
11	the	_	DT	DT	_	13	det	_	_
12	Code	_	NNP	NNP	_	13	nn	_	_
13	Terms	_	NNS	NNS	_	10	pobj	_	_
14	of	_	IN	IN	_	13	prep	_	_
15	Use	_	NN	NN	_	14	pobj	_	_
16	found	_	VBN	VBN	_	13	partmod	_	_
17	at	_	IN	IN	_	16	prep	_	_
18	Ticketmaster.com	_	NNP	NNP	_	17	pobj	_	_
19	/	_	:	:	_	13	punct	_	_
20	ticketcash	_	NN	NN	_	13	dep	_	_
21	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	4	nsubj	_	_
2	may	_	MD	MD	_	4	aux	_	_
3	not	_	RB	RB	_	4	neg	_	_
4	attempt	_	VB	VB	_	0	null	_	_
5	to	_	TO	TO	_	6	aux	_	_
6	conceal	_	VB	VB	_	4	xcomp	_	_
7	your	_	PRP$	PRP$	_	8	poss	_	_
8	identity	_	NN	NN	_	6	dobj	_	_
9	by	_	IN	IN	_	6	prep	_	_
10	using	_	VBG	VBG	_	9	pcomp	_	_
11	multiple	_	JJ	JJ	_	14	amod	_	_
12	Internet	_	NN	NN	_	14	nn	_	_
13	Protocol	_	NNP	NNP	_	14	nn	_	_
14	addresses	_	NNS	NNS	_	10	dobj	_	_
15	or	_	CC	CC	_	14	cc	_	_
16	email	_	NN	NN	_	17	nn	_	_
17	addresses	_	NNS	NNS	_	14	conj	_	_
18	to	_	TO	TO	_	19	aux	_	_
19	conduct	_	VB	VB	_	10	xcomp	_	_
20	transactions	_	NNS	NNS	_	19	dobj	_	_
21	on	_	IN	IN	_	19	prep	_	_
22	the	_	DT	DT	_	23	det	_	_
23	Site	_	NN	NN	_	21	pobj	_	_
24	.	_	.	.	_	4	punct	_	_

1	You	_	PRP	PRP	_	4	nsubj	_	_
2	will	_	MD	MD	_	4	aux	_	_
3	not	_	RB	RB	_	4	neg	_	_
4	hold	_	VB	VB	_	0	null	_	_
5	us	_	PRP	PRP	_	4	dobj	_	_
6	liable	_	JJ	JJ	_	4	dep	_	_
7	if	_	IN	IN	_	11	mark	_	_
8	you	_	PRP	PRP	_	11	nsubj	_	_
9	do	_	VBP	VBP	_	11	aux	_	_
10	not	_	RB	RB	_	11	neg	_	_
11	comply	_	VB	VB	_	4	advcl	_	_
12	with	_	IN	IN	_	11	prep	_	_
13	laws	_	NNS	NNS	_	12	pobj	_	_
14	related	_	VBN	VBN	_	13	partmod	_	_
15	to	_	TO	TO	_	14	prep	_	_
16	your	_	PRP$	PRP$	_	17	poss	_	_
17	transactions	_	NNS	NNS	_	15	pobj	_	_
18	.	_	.	.	_	4	punct	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	may	_	MD	MD	_	3	aux	_	_
3	provide	_	VB	VB	_	0	null	_	_
4	law	_	NN	NN	_	5	nn	_	_
5	enforcement	_	NN	NN	_	3	dobj	_	_
6	with	_	IN	IN	_	3	prep	_	_
7	information	_	NN	NN	_	6	pobj	_	_
8	you	_	PRP	PRP	_	9	nsubj	_	_
9	provide	_	VBP	VBP	_	7	rcmod	_	_
10	to	_	TO	TO	_	9	prep	_	_
11	us	_	PRP	PRP	_	10	pobj	_	_
12	related	_	JJ	JJ	_	10	amod	_	_
13	to	_	TO	TO	_	12	prep	_	_
14	your	_	PRP$	PRP$	_	15	poss	_	_
15	transactions	_	NNS	NNS	_	13	pobj	_	_
16	to	_	TO	TO	_	17	aux	_	_
17	assist	_	VB	VB	_	15	infmod	_	_
18	in	_	IN	IN	_	17	prep	_	_
19	any	_	DT	DT	_	20	det	_	_
20	investigation	_	NN	NN	_	18	pobj	_	_
21	or	_	CC	CC	_	20	cc	_	_
22	prosecution	_	NN	NN	_	20	conj	_	_
23	of	_	IN	IN	_	20	prep	_	_
24	you	_	PRP	PRP	_	23	pobj	_	_
25	.	_	.	.	_	3	punct	_	_

1	If	_	IN	IN	_	4	mark	_	_
2	we	_	PRP	PRP	_	4	nsubj	_	_
3	are	_	VBP	VBP	_	4	cop	_	_
4	unable	_	JJ	JJ	_	69	advcl	_	_
5	to	_	TO	TO	_	6	aux	_	_
6	verify	_	VB	VB	_	4	xcomp	_	_
7	or	_	CC	CC	_	6	cc	_	_
8	authenticate	_	VB	VB	_	6	conj	_	_
9	any	_	DT	DT	_	10	det	_	_
10	information	_	NN	NN	_	8	dobj	_	_
11	or	_	CC	CC	_	4	cc	_	_
12	tickets	_	NNS	NNS	_	4	conj	_	_
13	you	_	PRP	PRP	_	14	nsubj	_	_
14	provide	_	VBP	VBP	_	12	rcmod	_	_
15	during	_	IN	IN	_	14	prep	_	_
16	any	_	DT	DT	_	17	det	_	_
17	registration	_	NN	NN	_	15	pobj	_	_
18	,	_	,	,	_	4	punct	_	_
19	ordering	_	VBG	VBG	_	4	xcomp	_	_
20	,	_	,	,	_	19	punct	_	_
21	purchase	_	NN	NN	_	19	conj	_	_
22	,	_	,	,	_	19	punct	_	_
23	ticket	_	NN	NN	_	24	nsubj	_	_
24	posting	_	VBG	VBG	_	19	dep	_	_
25	,	_	,	,	_	19	punct	_	_
26	sale	_	NN	NN	_	19	conj	_	_
27	,	_	,	,	_	19	punct	_	_
28	authentication	_	NN	NN	_	19	conj	_	_
29	,	_	,	,	_	19	punct	_	_
30	delivery	_	NN	NN	_	19	conj	_	_
31	,	_	,	,	_	19	punct	_	_
32	payment	_	NN	NN	_	19	conj	_	_
33	or	_	CC	CC	_	19	cc	_	_
34	remittance	_	NN	NN	_	35	nn	_	_
35	process	_	NN	NN	_	19	conj	_	_
36	,	_	,	,	_	4	punct	_	_
37	or	_	CC	CC	_	4	cc	_	_
38	any	_	DT	DT	_	40	det	_	_
39	other	_	JJ	JJ	_	40	amod	_	_
40	process	_	NN	NN	_	4	conj	_	_
41	,	_	,	,	_	40	punct	_	_
42	or	_	CC	CC	_	40	cc	_	_
43	if	_	IN	IN	_	48	mark	_	_
44	we	_	PRP	PRP	_	48	nsubj	_	_
45	are	_	VBP	VBP	_	48	cop	_	_
46	no	_	RB	RB	_	47	advmod	_	_
47	longer	_	RB	RB	_	48	advmod	_	_
48	able	_	JJ	JJ	_	65	advcl	_	_
49	to	_	TO	TO	_	50	aux	_	_
50	verify	_	VB	VB	_	48	xcomp	_	_
51	or	_	CC	CC	_	50	cc	_	_
52	authorize	_	VB	VB	_	50	conj	_	_
53	your	_	PRP$	PRP$	_	55	poss	_	_
54	credit	_	NN	NN	_	55	nn	_	_
55	card	_	NN	NN	_	50	dobj	_	_
56	or	_	CC	CC	_	55	cc	_	_
57	bank	_	NN	NN	_	55	conj	_	_
58	account	_	VBP	VBP	_	50	dep	_	_
59	information	_	NN	NN	_	58	dobj	_	_
60	,	_	,	,	_	65	punct	_	_
61	your	_	PRP$	PRP$	_	62	poss	_	_
62	tickets	_	NNS	NNS	_	65	nsubjpass	_	_
63	may	_	MD	MD	_	65	aux	_	_
64	be	_	VB	VB	_	65	auxpass	_	_
65	cancelled	_	VBN	VBN	_	40	conj	_	_
66	,	_	,	,	_	69	punct	_	_
67	we	_	PRP	PRP	_	69	nsubj	_	_
68	may	_	MD	MD	_	69	aux	_	_
69	refuse	_	VB	VB	_	0	null	_	_
70	to	_	TO	TO	_	71	aux	_	_
71	honor	_	VB	VB	_	69	xcomp	_	_
72	all	_	DT	DT	_	77	det	_	_
73	pending	_	VBG	VBG	_	77	amod	_	_
74	and	_	CC	CC	_	73	cc	_	_
75	future	_	JJ	JJ	_	73	conj	_	_
76	ticket	_	NN	NN	_	77	nn	_	_
77	purchases	_	NNS	NNS	_	71	dobj	_	_
78	made	_	VBN	VBN	_	77	partmod	_	_
79	with	_	IN	IN	_	78	prep	_	_
80	those	_	DT	DT	_	82	det	_	_
81	credit	_	NN	NN	_	82	nn	_	_
82	card	_	NN	NN	_	79	pobj	_	_
83	or	_	CC	CC	_	82	cc	_	_
84	bank	_	NN	NN	_	85	nn	_	_
85	accounts	_	NNS	NNS	_	82	conj	_	_
86	and/or	_	CC	CC	_	69	cc	_	_
87	via	_	IN	IN	_	69	conj	_	_
88	any	_	DT	DT	_	90	det	_	_
89	online	_	JJ	JJ	_	90	amod	_	_
90	accounts	_	NNS	NNS	_	87	pobj	_	_
91	associated	_	VBN	VBN	_	90	partmod	_	_
92	with	_	IN	IN	_	91	prep	_	_
93	those	_	DT	DT	_	95	det	_	_
94	credit	_	NN	NN	_	95	nn	_	_
95	card	_	NN	NN	_	92	pobj	_	_
96	or	_	CC	CC	_	95	cc	_	_
97	bank	_	NN	NN	_	98	nn	_	_
98	accounts	_	NNS	NNS	_	95	conj	_	_
99	.	_	.	.	_	69	punct	_	_

1	We	_	PRP	PRP	_	4	nsubj	_	_
2	may	_	MD	MD	_	4	aux	_	_
3	also	_	RB	RB	_	4	advmod	_	_
4	prohibit	_	VB	VB	_	0	null	_	_
5	you	_	PRP	PRP	_	4	dobj	_	_
6	from	_	IN	IN	_	4	prep	_	_
7	using	_	VBG	VBG	_	6	pcomp	_	_
8	the	_	DT	DT	_	9	det	_	_
9	Site	_	NN	NN	_	7	dobj	_	_
10	.	_	.	.	_	4	punct	_	_

1	Forums	_	NNS	NNS	_	4	nn	_	_
2	and	_	CC	CC	_	1	cc	_	_
3	User	_	NN	NN	_	1	conj	_	_
4	Content	_	NN	NN	_	0	null	_	_

1	We	_	PRP	PRP	_	3	nsubj	_	_
2	will	_	MD	MD	_	3	aux	_	_
3	have	_	VB	VB	_	0	null	_	_
4	the	_	DT	DT	_	5	det	_	_
5	right	_	NN	NN	_	3	dobj	_	_
6	-LRB-	_	-LRB-	-LRB-	_	5	dep	_	_
7	but	_	CC	CC	_	6	cc	_	_
8	not	_	RB	RB	_	6	conj	_	_
9	the	_	DT	DT	_	10	det	_	_
10	obligation	_	NN	NN	_	6	dep	_	_
11	-RRB-	_	-RRB-	-RRB-	_	10	dep	_	_
12	to	_	TO	TO	_	13	aux	_	_
13	monitor	_	VB	VB	_	11	xcomp	_	_
14	the	_	DT	DT	_	15	det	_	_
15	Site	_	NN	NN	_	13	dobj	_	_
16	,	_	,	,	_	11	punct	_	_
17	the	_	DT	DT	_	18	det	_	_
18	Forums	_	NNS	NNS	_	11	appos	_	_
19	and	_	CC	CC	_	18	cc	_	_
20	the	_	DT	DT	_	22	det	_	_
21	User	_	NN	NN	_	22	nn	_	_
22	Content	_	NN	NN	_	18	conj	_	_
23	,	_	,	,	_	11	punct	_	_
24	and	_	CC	CC	_	11	cc	_	_
25	to	_	TO	TO	_	26	aux	_	_
26	disclose	_	VB	VB	_	11	conj	_	_
27	any	_	DT	DT	_	29	det	_	_
28	User	_	NN	NN	_	29	nn	_	_
29	Content	_	NN	NN	_	26	dobj	_	_
30	and	_	CC	CC	_	26	cc	_	_
31	the	_	DT	DT	_	32	det	_	_
32	circumstances	_	NNS	NNS	_	26	conj	_	_
33	surrounding	_	VBG	VBG	_	32	partmod	_	_
34	its	_	PRP$	PRP$	_	35	poss	_	_
35	submission	_	NN	NN	_	33	dobj	_	_
36	in	_	IN	IN	_	39	mark	_	_
37	order	_	NN	NN	_	39	dep	_	_
38	to	_	TO	TO	_	39	aux	_	_
39	operate	_	VB	VB	_	33	purpcl	_	_
40	the	_	DT	DT	_	41	det	_	_
41	Site	_	NN	NN	_	39	dobj	_	_
42	properly	_	RB	RB	_	39	advmod	_	_
43	,	_	,	,	_	39	punct	_	_
44	or	_	CC	CC	_	39	cc	_	_
45	to	_	TO	TO	_	46	aux	_	_
46	protect	_	VB	VB	_	39	conj	_	_
47	ourselves	_	PRP	PRP	_	46	dobj	_	_
48	,	_	,	,	_	39	punct	_	_
49	our	_	PRP$	PRP$	_	50	poss	_	_
50	sponsors	_	NNS	NNS	_	39	conj	_	_
51	and	_	CC	CC	_	39	cc	_	_
52	our	_	PRP$	PRP$	_	53	poss	_	_
